ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,Shopping_Channel,Total_Order,Product_Type,Amount_Spent
2125,1959,Graduation,Divorced,63033.0,0,0,15-11-2013,82,1,3,4,8,2,0,0,0,0,0,0,3,11,0,Store,15,MntWines,194
8180,1952,Master,Divorced,59354.0,1,1,15-11-2013,53,3,6,1,5,6,0,0,0,0,0,0,3,11,0,Store,12,MntWines,233
2569,1987,Graduation,Married,17323.0,0,0,10-10-2012,38,1,1,0,3,8,0,0,0,0,0,0,3,11,0,Store,4,MntWines,3
2114,1946,PhD,Single,82800.0,0,0,24-11-2012,23,1,7,6,12,3,0,0,1,1,0,0,3,11,1,Store,25,MntWines,1006
9736,1980,Graduation,Married,41850.0,1,1,24-12-2012,51,3,3,0,3,8,0,0,0,0,0,0,3,11,0,Store,6,MntWines,53
4939,1946,Graduation,Together,37760.0,0,0,31-08-2012,20,2,4,1,6,7,0,0,0,0,0,0,3,11,0,Store,11,MntWines,84
6565,1949,Master,Married,76995.0,0,1,28-03-2013,91,2,11,4,9,5,0,0,0,1,0,0,3,11,0,Store,24,MntWines,1012
2278,1985,2n Cycle,Single,33812.0,1,0,03-11-2012,86,2,2,1,3,6,0,0,0,0,0,0,3,11,0,Store,6,MntWines,4
9360,1982,Graduation,Married,37040.0,0,0,08-08-2012,41,1,4,2,5,8,0,0,0,0,0,0,3,11,0,Store,11,MntWines,86
5376,1979,Graduation,Married,2447.0,1,0,06-01-2013,42,15,0,28,0,1,0,0,0,0,0,0,3,11,0,Catalog,28,MntWines,1
1993,1949,PhD,Married,58607.0,0,1,23-12-2012,63,3,2,3,9,8,0,1,0,0,0,0,3,11,0,Store,14,MntWines,867
4047,1954,PhD,Married,65324.0,0,1,11-01-2014,0,3,6,2,9,4,0,0,0,0,0,0,3,11,0,Store,17,MntWines,384
1409,1951,Graduation,Together,40689.0,0,1,18-03-2013,69,7,7,1,5,8,0,0,0,0,0,0,3,11,0,Store,13,MntWines,270
7892,1969,Graduation,Single,18589.0,0,0,02-01-2013,89,2,2,1,3,7,0,0,0,0,0,0,3,11,0,Store,6,MntWines,6
2404,1976,Graduation,Married,53359.0,1,1,27-05-2013,4,4,5,1,4,7,0,0,0,0,0,0,3,11,0,Store,10,MntWines,173
5255,1986,Graduation,Single,,1,0,20-02-2013,19,0,27,0,0,1,0,0,0,0,0,0,3,11,0,Web,27,MntWines,5
9422,1989,Graduation,Married,38360.0,1,0,31-05-2013,26,2,2,1,4,3,0,0,0,0,0,0,3,11,0,Store,7,MntWines,36
1966,1965,PhD,Married,84618.0,0,0,22-11-2013,96,1,6,9,10,2,0,0,1,0,0,0,3,11,0,Store,25,MntWines,684
6864,1989,Master,Divorced,10979.0,0,0,22-05-2014,34,2,3,0,3,5,0,0,0,0,0,0,3,11,0,Store,6,MntWines,8
3033,1963,Master,Together,38620.0,0,0,11-05-2013,56,1,2,5,3,3,0,0,0,0,0,0,3,11,0,Store,10,MntWines,112
5710,1970,Graduation,Together,40548.0,0,1,10-10-2012,31,2,2,1,4,5,0,1,0,0,0,0,3,11,0,Store,7,MntWines,110
7373,1952,PhD,Divorced,46610.0,0,2,29-10-2012,8,6,4,1,6,6,0,0,0,0,0,0,3,11,1,Store,11,MntWines,96
8755,1946,Master,Married,68657.0,0,0,20-02-2013,4,1,3,5,9,7,0,0,0,0,0,0,3,11,0,Store,17,MntWines,482
10738,1951,Master,Single,49389.0,1,1,29-08-2013,55,1,2,0,3,7,0,0,0,0,0,0,3,11,0,Store,5,MntWines,40
4339,1970,PhD,Married,67353.0,0,1,31-12-2013,37,5,5,6,12,2,0,0,0,0,0,0,3,11,0,Store,23,MntWines,702
10755,1976,2n Cycle,Married,23718.0,1,0,02-09-2013,76,3,3,1,2,7,0,0,0,0,0,0,3,11,0,Store,6,MntWines,6
8595,1973,Graduation,Widow,42429.0,0,1,11-02-2014,99,2,1,1,3,5,0,0,0,0,0,0,3,11,0,Store,5,MntWines,55
2968,1943,PhD,Divorced,48948.0,0,0,01-02-2013,53,2,7,10,5,6,1,0,0,0,0,0,3,11,1,Store,22,MntWines,437
8601,1980,Graduation,Married,80011.0,0,1,29-04-2013,3,2,8,6,5,4,0,0,0,0,0,0,3,11,0,Store,19,MntWines,421
503,1985,Master,Married,20559.0,1,0,12-03-2013,88,2,2,0,3,8,0,0,0,0,0,0,3,11,0,Store,5,MntWines,13
8430,1957,Graduation,Together,21994.0,0,1,24-12-2012,4,1,0,0,3,5,0,0,0,0,0,0,3,11,0,Store,3,MntWines,9
7281,1959,PhD,Single,,0,0,05-11-2013,80,1,1,3,4,2,0,0,0,0,0,0,3,11,0,Store,8,MntWines,81
2139,1975,Master,Married,7500.0,1,0,02-10-2013,19,3,2,0,3,5,0,0,0,0,0,0,3,11,0,Store,5,MntWines,3
1371,1976,Graduation,Single,79941.0,0,0,28-06-2014,72,1,2,4,9,1,0,0,0,0,0,0,3,11,0,Store,15,MntWines,123
9909,1996,2n Cycle,Married,7500.0,0,0,09-11-2012,24,3,3,1,3,9,0,0,0,0,0,0,3,11,1,Store,7,MntWines,3
7286,1968,Graduation,Together,41728.0,1,0,24-05-2013,92,1,2,0,2,10,0,0,0,0,0,0,3,11,0,Store,4,MntWines,13
7244,1951,Graduation,Single,,2,1,01-01-2014,96,3,2,1,4,6,0,0,0,0,0,0,3,11,0,Store,7,MntWines,48
6566,1954,PhD,Married,72550.0,1,1,08-11-2012,39,9,5,2,12,8,0,0,0,0,0,0,3,11,0,Store,19,MntWines,826
8614,1957,Graduation,Widow,65486.0,0,1,12-05-2014,29,1,4,2,10,2,0,0,0,0,0,0,3,11,0,Store,16,MntWines,245
4114,1964,Master,Married,79143.0,0,0,11-08-2012,2,1,6,9,13,3,0,0,0,0,0,0,3,11,0,Store,28,MntWines,650
1331,1977,Graduation,Single,35790.0,1,0,02-01-2013,54,2,2,0,3,7,0,0,0,0,0,0,3,11,0,Store,5,MntWines,12
2225,1977,Graduation,Divorced,82582.0,0,0,07-06-2014,54,1,4,9,7,1,1,0,0,1,0,0,3,11,1,Store,20,MntWines,510
9381,1978,Graduation,Married,66373.0,1,1,12-06-2013,57,7,4,2,10,3,0,0,0,0,0,0,3,11,0,Store,16,MntWines,328
6260,1955,Master,Together,82384.0,0,0,19-11-2012,55,1,3,10,13,1,0,0,1,0,0,0,3,11,1,Store,26,MntWines,984
10383,1966,Graduation,Divorced,70287.0,0,0,02-04-2013,30,1,5,5,10,3,0,0,0,0,0,0,3,11,1,Store,20,MntWines,295
7437,1988,Graduation,Single,27938.0,1,0,28-04-2014,31,1,1,0,4,3,0,0,0,0,0,0,3,11,0,Store,5,MntWines,13
8557,1982,Graduation,Single,,1,0,17-06-2013,57,2,2,0,3,6,0,0,0,0,0,0,3,11,0,Store,5,MntWines,11
8375,1968,PhD,Married,55954.0,0,1,03-03-2014,63,3,8,2,6,7,0,0,0,0,0,0,3,11,0,Store,16,MntWines,447
6853,1982,Master,Single,75777.0,0,0,04-07-2013,12,1,3,6,11,1,0,1,1,0,0,0,3,11,1,Store,20,MntWines,712
3076,1975,Graduation,Together,66653.0,1,1,07-09-2012,18,4,4,2,12,3,0,0,0,0,0,0,3,11,0,Store,18,MntWines,452
1012,1952,Graduation,Single,61823.0,0,1,18-02-2013,26,4,8,2,10,7,0,0,0,0,0,0,3,11,0,Store,20,MntWines,523
6518,1951,PhD,Widow,67680.0,0,1,11-06-2013,8,1,7,3,8,5,0,0,0,0,0,0,3,11,0,Store,18,MntWines,546
4137,1948,Graduation,Together,70666.0,0,0,06-12-2013,29,1,7,4,4,4,0,0,0,0,0,0,3,11,0,Store,15,MntWines,398
8082,1971,Graduation,Married,25721.0,1,0,21-05-2013,75,1,1,1,2,7,0,0,0,0,0,0,3,11,1,Store,4,MntWines,1
1386,1967,Graduation,Together,32474.0,1,1,11-05-2014,0,1,1,0,2,7,0,0,0,0,0,0,3,11,0,Store,3,MntWines,10
9369,1979,2n Cycle,Single,88194.0,0,1,19-03-2014,19,1,11,10,10,5,1,0,0,1,0,0,3,11,1,Store,31,MntWines,688
4477,1958,Graduation,Together,69096.0,0,1,27-09-2013,4,1,5,2,10,4,0,0,0,0,0,0,3,11,0,Store,17,MntWines,247
1357,1970,Graduation,Together,74854.0,1,2,08-04-2013,90,7,2,5,5,5,0,0,0,0,0,0,3,11,0,Store,12,MntWines,856
1402,1954,Master,Married,66991.0,0,0,11-09-2012,1,3,4,8,6,3,0,0,0,0,0,0,3,11,0,Store,18,MntWines,496
10629,1973,2n Cycle,Married,,1,0,14-09-2012,25,3,3,0,3,8,0,0,0,0,0,0,3,11,0,Store,6,MntWines,25
6312,1959,Graduation,Married,65031.0,0,1,17-03-2013,29,4,10,3,13,7,0,0,0,0,0,0,3,11,0,Store,26,MntWines,258
8132,1975,PhD,Married,60631.0,1,1,05-04-2013,88,5,9,2,8,7,0,1,0,0,0,0,3,11,0,Store,19,MntWines,565
1050,1952,Graduation,Married,28332.0,0,0,30-04-2014,58,1,2,1,4,2,0,0,0,0,0,0,3,11,0,Store,7,MntWines,14
5846,1977,Graduation,Divorced,40246.0,1,0,19-12-2012,68,1,1,0,2,6,0,0,0,0,0,0,3,11,0,Store,3,MntWines,2
1859,1972,Master,Married,75251.0,0,0,27-08-2012,34,1,7,6,5,5,0,0,0,0,0,0,3,11,1,Store,18,MntWines,721
7503,1976,Graduation,Single,75825.0,0,0,12-10-2012,40,0,5,8,9,4,1,0,0,0,0,0,3,11,1,Store,22,MntWines,1032
10401,1976,2n Cycle,Together,26326.0,0,0,04-09-2013,12,1,0,0,3,3,0,0,0,0,0,1,3,11,0,Store,3,MntWines,1
1618,1965,Graduation,Together,56046.0,0,0,02-01-2013,9,2,10,1,8,8,1,0,0,0,0,0,3,11,1,Store,19,MntWines,577
3332,1985,Graduation,Single,29760.0,1,0,29-08-2012,87,4,3,1,4,8,0,0,0,0,0,0,3,11,0,Store,8,MntWines,64
2261,1969,Graduation,Married,26304.0,1,0,23-06-2013,5,1,1,0,2,7,0,0,0,0,0,0,3,11,0,Store,3,MntWines,4
5346,1973,2n Cycle,Married,23559.0,1,0,03-07-2013,87,3,3,0,3,7,0,0,0,0,0,0,3,11,0,Store,6,MntWines,25
4119,1963,Master,Together,38620.0,0,0,11-05-2013,56,1,2,5,3,3,0,0,0,0,0,0,3,11,0,Store,10,MntWines,112
535,1987,Graduation,Divorced,81361.0,0,0,25-02-2014,18,1,3,10,13,1,0,0,0,0,0,0,3,11,0,Store,26,MntWines,163
5268,1960,Graduation,Married,29440.0,1,1,11-08-2013,95,2,1,0,4,7,0,0,0,0,0,0,3,11,0,Store,5,MntWines,17
273,1970,Master,Married,36138.0,1,1,16-07-2013,48,5,3,1,4,7,0,1,0,0,0,0,3,11,0,Store,8,MntWines,130
4452,1957,Graduation,Single,50388.0,0,1,28-05-2014,3,4,6,1,6,7,0,1,0,1,0,0,3,11,1,Store,13,MntWines,292
8504,1973,Graduation,Married,79593.0,0,0,12-05-2014,70,1,5,6,7,2,0,0,1,0,0,0,3,11,0,Store,18,MntWines,350
771,1967,Graduation,Together,54178.0,0,1,21-01-2014,79,1,2,2,5,2,0,0,0,0,0,0,3,11,0,Store,9,MntWines,135
8996,1957,PhD,Married,,2,1,19-11-2012,4,12,7,2,8,9,0,0,0,0,0,0,3,11,0,Store,17,MntWines,230
9235,1957,Graduation,Single,,1,1,27-05-2014,45,1,1,0,2,7,0,0,0,0,0,0,3,11,0,Store,3,MntWines,7
5798,1973,Master,Together,,0,0,23-11-2013,87,1,2,4,8,1,0,0,0,0,0,0,3,11,0,Store,14,MntWines,445
11178,1972,Master,Single,42394.0,1,0,23-03-2014,69,1,1,0,3,7,0,0,0,0,0,0,3,11,0,Store,4,MntWines,15
2230,1970,PhD,Married,23626.0,1,0,24-05-2014,84,3,3,1,3,5,0,0,0,0,0,0,3,11,0,Store,7,MntWines,27
7516,1983,Graduation,Married,30096.0,1,0,22-05-2014,30,1,2,0,3,6,0,0,0,0,0,0,3,11,0,Store,5,MntWines,5
7247,1960,Graduation,Widow,47916.0,0,1,22-11-2012,72,5,7,4,6,6,0,1,0,0,0,0,3,11,0,Store,17,MntWines,505
11100,1972,Graduation,Divorced,51813.0,1,1,11-04-2013,37,2,2,0,3,7,0,0,0,0,0,0,3,11,0,Store,5,MntWines,51
4646,1951,2n Cycle,Married,78497.0,0,0,01-12-2013,44,1,5,7,12,2,0,0,0,1,0,0,3,11,0,Store,24,MntWines,207
3037,1983,PhD,Married,50150.0,0,0,20-06-2013,32,2,5,2,7,5,0,0,0,0,0,0,3,11,0,Store,14,MntWines,135
1473,1960,2n Cycle,Single,47823.0,0,1,23-07-2013,0,2,2,0,3,8,0,0,0,0,0,0,3,11,0,Store,5,MntWines,53
1016,1959,PhD,Single,34554.0,0,1,30-03-2014,43,2,2,0,3,6,0,0,0,0,0,0,3,11,0,Store,5,MntWines,41
4518,1979,Graduation,Together,85693.0,0,1,20-04-2013,59,2,9,5,11,5,0,0,0,0,0,0,3,11,0,Store,25,MntWines,386
9370,1945,PhD,Married,65846.0,0,0,17-05-2013,68,1,6,3,6,4,0,0,0,0,0,0,3,11,0,Store,15,MntWines,562
8908,1959,Graduation,Married,87195.0,0,0,08-05-2014,35,1,3,11,5,1,0,0,0,0,0,0,3,11,1,Store,19,MntWines,217
8373,1979,Basic,Together,24594.0,1,0,10-12-2013,94,1,1,0,3,5,0,0,0,0,0,0,3,11,0,Store,4,MntWines,1
7533,1964,Graduation,Married,49096.0,1,1,24-09-2013,15,4,4,1,4,7,0,0,0,0,0,0,3,11,0,Store,9,MntWines,144
2683,1969,Graduation,Married,52413.0,0,2,02-02-2013,56,4,6,4,12,6,0,0,0,0,0,0,3,11,0,Store,22,MntWines,295
3629,1978,Graduation,Single,38557.0,1,0,19-12-2012,17,2,3,1,3,7,0,0,0,0,0,0,3,11,0,Store,7,MntWines,76
10991,1960,Master,Married,89058.0,0,0,07-12-2012,18,1,5,4,4,2,0,0,0,0,0,0,3,11,0,Store,13,MntWines,454
5077,1979,Graduation,Together,77298.0,0,1,02-11-2013,46,1,6,6,11,3,0,0,0,0,0,0,3,11,0,Store,23,MntWines,425
7431,1991,PhD,Single,68126.0,0,0,10-11-2012,40,1,7,4,5,9,0,1,0,0,0,0,3,11,1,Store,16,MntWines,1332
3267,1963,Master,Together,57288.0,0,1,25-06-2014,27,3,8,1,8,6,0,1,0,0,0,0,3,11,0,Store,17,MntWines,527
999,1991,Graduation,Single,86037.0,0,0,02-01-2013,95,1,6,7,11,3,0,1,1,0,0,0,3,11,1,Store,24,MntWines,490
9215,1980,PhD,Married,43974.0,1,0,12-12-2012,19,5,6,4,6,7,0,0,0,0,0,0,3,11,0,Store,16,MntWines,378
2286,1962,Graduation,Single,50785.0,1,1,10-09-2013,27,2,2,1,3,6,0,0,0,0,0,0,3,11,0,Store,6,MntWines,64
1592,1970,Graduation,Married,90765.0,0,0,24-01-2014,25,0,4,6,5,1,0,0,1,1,0,0,3,11,0,Store,15,MntWines,547
367,1978,2n Cycle,Married,36550.0,1,0,19-02-2013,74,5,9,1,5,9,0,0,0,0,0,0,3,11,0,Store,15,MntWines,47
5234,1967,2n Cycle,Together,30753.0,1,1,11-07-2013,85,2,1,1,3,5,0,0,0,0,0,0,3,11,0,Store,5,MntWines,12
9862,1969,Graduation,Together,21918.0,1,0,14-11-2013,37,2,2,0,3,6,0,0,0,0,0,0,3,11,0,Store,5,MntWines,1
9805,1953,Master,Together,56129.0,0,1,20-06-2013,65,4,6,2,10,4,0,0,0,0,0,0,3,11,0,Store,18,MntWines,320
6205,1967,Master,Single,32557.0,1,0,24-02-2014,13,3,2,1,3,5,0,0,0,0,0,0,3,11,1,Store,6,MntWines,34
8442,1985,Master,Married,19510.0,2,0,04-09-2013,63,2,1,0,3,7,0,0,0,0,0,0,3,11,0,Store,4,MntWines,9
7386,1976,Graduation,Divorced,30992.0,1,0,22-04-2013,83,1,1,0,3,7,0,0,0,0,0,0,3,11,0,Store,4,MntWines,17
7215,1983,Graduation,Single,101970.0,0,0,12-03-2013,69,0,6,8,13,2,0,1,1,1,0,0,3,11,1,Store,27,MntWines,722
1491,1965,2n Cycle,Together,71488.0,0,0,18-02-2013,87,2,3,4,7,1,0,0,0,0,0,0,3,11,0,Store,14,MntWines,162
11071,1984,Graduation,Single,79607.0,0,0,21-04-2013,37,1,3,6,6,1,0,0,0,0,0,0,3,11,1,Store,15,MntWines,450
3381,1953,Master,Married,54348.0,1,1,08-06-2014,51,2,2,0,4,6,0,0,0,0,0,0,3,11,0,Store,6,MntWines,70
8268,1961,PhD,Married,,0,1,11-07-2013,23,3,6,1,7,6,0,0,0,0,0,0,3,11,0,Store,14,MntWines,352
11051,1956,PhD,Together,77376.0,1,1,10-05-2014,72,4,6,3,10,4,0,0,0,0,0,0,3,11,0,Store,19,MntWines,492
8026,1952,Graduation,Married,62998.0,0,1,30-09-2013,10,5,5,4,5,5,0,0,0,0,0,0,3,11,0,Store,14,MntWines,120
433,1958,Master,Alone,61331.0,1,1,10-03-2013,42,5,11,1,6,8,0,0,0,0,0,0,3,11,0,Store,18,MntWines,534
9597,1969,Graduation,Married,73448.0,0,0,10-02-2014,10,1,7,2,9,4,0,0,0,0,0,0,3,11,0,Store,18,MntWines,236
1295,1963,Graduation,Married,,0,1,11-08-2013,96,1,6,5,7,4,0,0,0,0,0,0,3,11,0,Store,18,MntWines,231
5290,1964,PhD,Married,41551.0,1,1,14-08-2013,51,5,5,1,5,8,0,0,0,0,0,0,3,11,0,Store,11,MntWines,220
1685,1967,PhD,Together,62981.0,0,0,17-03-2013,21,1,4,5,13,3,0,1,0,0,0,0,3,11,0,Store,22,MntWines,796
5342,1976,Basic,Divorced,9548.0,1,0,08-08-2012,31,2,1,0,3,8,0,0,0,0,0,0,3,11,0,Store,4,MntWines,0
9579,1959,PhD,Married,33762.0,2,1,07-07-2013,61,3,2,2,2,8,0,0,0,0,0,0,3,11,0,Store,6,MntWines,53
7660,1973,PhD,Alone,35860.0,1,1,19-05-2014,37,2,1,1,2,5,1,0,0,0,0,0,3,11,1,Store,4,MntWines,15
1461,1965,PhD,Divorced,36921.0,1,1,28-07-2013,74,2,2,0,3,7,0,0,0,0,0,0,3,11,0,Store,5,MntWines,17
821,1992,Master,Single,92859.0,0,0,19-10-2012,46,1,5,4,12,2,0,0,0,0,0,0,3,11,0,Store,21,MntWines,962
11084,1976,Master,Together,65104.0,0,1,14-11-2013,4,2,3,5,7,7,0,0,0,0,0,0,3,11,1,Store,15,MntWines,738
8690,1962,Graduation,Married,86111.0,0,0,19-04-2013,73,1,5,7,10,2,0,0,0,0,0,0,3,11,0,Store,22,MntWines,399
2937,1974,PhD,Single,68352.0,0,1,28-08-2013,47,3,8,5,9,6,0,0,0,0,0,0,3,11,0,Store,22,MntWines,614
9701,1988,Graduation,Together,41883.0,1,0,19-03-2013,13,3,4,2,3,7,0,0,0,0,0,0,3,11,0,Store,9,MntWines,32
9949,1976,Graduation,Married,59809.0,0,2,18-10-2012,36,3,3,3,6,8,0,0,0,0,0,0,3,11,0,Store,12,MntWines,598
10837,1975,Graduation,Married,23957.0,1,0,28-10-2012,47,1,2,0,3,6,0,0,0,0,0,0,3,11,1,Store,5,MntWines,2
3120,1981,Graduation,Together,38547.0,1,0,28-08-2013,49,1,1,0,2,8,0,0,0,0,0,1,3,11,0,Store,3,MntWines,6
5885,1973,2n Cycle,Married,35688.0,2,1,22-08-2012,94,7,4,1,4,8,0,0,0,0,0,0,3,11,0,Store,9,MntWines,73
4050,1966,Master,Married,49605.0,0,0,21-06-2014,65,1,2,1,4,3,0,0,0,0,0,0,3,11,0,Store,7,MntWines,42
3830,1953,Master,Married,59354.0,0,2,24-04-2014,59,1,4,4,7,3,0,0,0,0,0,0,3,11,0,Store,15,MntWines,295
7987,1969,Graduation,Married,65747.0,0,1,07-03-2014,96,4,8,1,6,6,0,1,0,0,0,0,3,11,0,Store,15,MntWines,346
7798,1972,2n Cycle,Together,46344.0,0,1,14-12-2012,28,4,7,1,5,7,0,0,0,0,0,0,3,11,0,Store,13,MntWines,233
92,1988,Graduation,Alone,34176.0,1,0,12-05-2014,12,4,3,0,4,6,0,0,0,0,0,0,3,11,0,Store,7,MntWines,5
7055,1952,PhD,Together,61010.0,0,1,09-10-2012,57,2,8,5,11,5,0,0,0,0,0,0,3,11,0,Store,24,MntWines,888
10240,1949,Graduation,Together,69372.0,0,0,19-02-2013,10,1,10,4,6,4,0,1,1,0,0,0,3,11,1,Store,20,MntWines,997
3025,1958,Graduation,Single,49967.0,0,1,08-07-2013,4,3,6,1,5,7,0,0,0,0,0,0,3,11,0,Store,12,MntWines,212
9283,1978,Graduation,Single,60199.0,1,2,12-09-2013,49,1,0,0,3,4,0,0,0,0,0,0,3,11,0,Store,3,MntWines,8
9970,1977,Graduation,Together,55375.0,0,1,17-10-2013,3,1,1,1,6,2,0,0,0,0,0,0,3,11,0,Store,8,MntWines,42
2730,1955,Graduation,Single,80317.0,0,0,20-08-2013,64,1,3,4,10,1,0,0,0,0,0,0,3,11,0,Store,17,MntWines,536
2795,1958,Master,Single,30523.0,2,1,01-07-2013,0,1,1,0,2,7,0,0,0,0,0,0,3,11,0,Store,3,MntWines,5
9260,1945,PhD,Married,70356.0,0,0,05-11-2012,20,2,10,6,9,6,0,0,0,0,0,0,3,11,0,Store,25,MntWines,1349
8182,1984,Graduation,Married,23228.0,1,0,05-01-2014,91,4,3,0,4,8,0,0,0,0,0,0,3,11,0,Store,7,MntWines,53
10095,1975,PhD,Divorced,74165.0,0,0,01-05-2013,9,1,5,4,10,2,0,0,0,0,0,0,3,11,0,Store,19,MntWines,1001
8475,1973,PhD,Married,157243.0,0,1,01-03-2014,98,15,0,22,0,0,0,0,0,0,0,0,3,11,0,Catalog,22,MntWines,20
4370,1966,Graduation,Together,43482.0,2,1,13-11-2013,83,3,2,0,4,6,0,0,0,0,0,0,3,11,0,Store,6,MntWines,18
10573,1953,Graduation,Divorced,62551.0,0,0,18-11-2013,27,1,6,7,4,3,1,0,0,0,0,0,3,11,0,Store,17,MntWines,125
3712,1959,Graduation,Divorced,52332.0,0,0,28-08-2013,63,1,3,2,6,4,0,1,0,0,0,0,3,11,0,Store,11,MntWines,212
6637,1988,Graduation,Single,66951.0,0,0,02-11-2013,46,1,3,4,7,1,0,0,0,0,0,0,3,11,0,Store,14,MntWines,277
3152,1957,Graduation,Together,26091.0,1,1,25-02-2014,84,3,2,1,3,5,0,0,0,0,0,0,3,11,0,Store,6,MntWines,15
5610,1965,Graduation,Together,33456.0,1,1,21-04-2014,58,2,1,0,3,7,0,0,0,0,0,0,3,11,0,Store,4,MntWines,7
6460,1982,Graduation,Married,28718.0,1,0,13-07-2013,78,2,2,0,3,8,0,0,0,0,0,0,3,11,0,Store,5,MntWines,12
1349,1970,Graduation,Married,50447.0,2,0,21-04-2014,4,1,3,1,3,6,0,0,0,0,0,0,3,11,0,Store,7,MntWines,85
1880,1959,PhD,Together,53537.0,1,1,30-01-2014,17,2,2,1,3,5,0,0,0,0,0,0,3,11,0,Store,6,MntWines,81
641,1967,Graduation,Single,52074.0,0,1,04-04-2014,77,1,2,2,2,4,1,0,0,0,0,0,3,11,0,Store,6,MntWines,59
8717,1975,PhD,Married,80427.0,0,1,12-09-2012,56,1,11,8,8,5,0,0,0,0,0,0,3,11,0,Store,27,MntWines,1149
10314,1948,PhD,Married,83837.0,0,0,16-12-2012,79,1,9,10,5,4,0,1,0,1,0,0,3,11,1,Store,24,MntWines,847
10854,1970,PhD,Married,38853.0,1,1,23-05-2014,90,2,2,0,3,7,0,0,0,0,0,0,3,11,0,Store,5,MntWines,29
10492,1959,Graduation,Together,38285.0,2,1,24-06-2014,96,1,0,0,3,2,0,0,0,0,0,0,3,11,0,Store,3,MntWines,2
6935,1951,2n Cycle,Married,78497.0,0,0,01-12-2013,44,1,5,7,12,2,0,0,0,1,0,0,3,11,0,Store,24,MntWines,207
7698,1976,PhD,Married,51650.0,0,1,11-05-2014,81,1,4,1,4,5,0,0,0,0,0,0,3,11,0,Store,9,MntWines,152
3559,1988,2n Cycle,Married,16248.0,1,0,10-05-2014,77,3,2,1,3,6,0,0,0,0,0,0,3,11,0,Store,6,MntWines,12
10562,1946,Master,Married,66835.0,0,0,28-09-2013,21,1,6,4,13,2,0,0,0,0,0,0,3,11,0,Store,23,MntWines,620
10796,1984,Master,Married,30477.0,1,0,22-01-2014,16,1,1,1,3,6,0,0,0,0,0,0,3,11,0,Store,5,MntWines,47
2563,1961,Basic,Married,28249.0,0,0,15-06-2014,80,1,2,0,3,6,0,0,0,0,0,0,3,11,0,Store,5,MntWines,1
3518,1983,Graduation,Married,25271.0,1,0,05-12-2012,45,1,1,1,2,9,0,0,0,0,0,0,3,11,0,Store,4,MntWines,10
5823,1970,PhD,Single,32303.0,0,1,08-03-2014,63,2,1,0,4,5,0,0,0,0,0,0,3,11,0,Store,5,MntWines,35
3934,1966,Graduation,Married,61286.0,0,1,02-08-2013,34,2,7,1,8,5,0,0,0,0,0,0,3,11,0,Store,16,MntWines,356
6982,1976,Graduation,Married,74068.0,0,0,19-03-2013,14,1,4,10,9,2,0,0,0,0,0,0,3,11,0,Store,23,MntWines,783
6431,1964,PhD,Married,45759.0,1,1,23-02-2013,13,2,2,0,3,7,0,0,0,0,0,0,3,11,0,Store,5,MntWines,42
